gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,avg_monthly_spend,service_count,has_no_support,is_high_value,payment_risk,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_Growing,tenure_group_Loyal,tenure_group_Mature,tenure_group_New,tenure_group_nan,Churn
1,0,0,0,1.0436161483629645,1,1,-1.3115464430500368,-0.3565244422817659,25.419827586206896,2,0,0,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,0,1,1,1.6137012404433893,1,1,1.3340343812144315,2.40638825181264,107.39791666666666,8,0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,-0.1779947632379461,0,1,-0.9642308700153169,-0.5829814779680904,34.33571428571428,3,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,0,1,1,0.3106496014024181,1,1,0.6743009721484804,0.4740314037786349,83.89125,4,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,0,0,0,-1.2774445836787656,1,0,-1.4710789550659844,-0.998369770934779,20.5,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,0,0,0,-1.1145631287986442,1,1,0.5064594751317021,-0.8253097105214068,82.5,3,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0,0,0,0,-1.2774445836787656,1,1,0.14751132309581955,-0.9768697073068933,69.2,2,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0,0,0,1,-0.8295205827584317,1,1,1.3473287572157604,-0.4442464678025236,106.30416666666667,7,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1,0,0,0,-1.1145631287986442,1,1,1.0415581091851935,-0.8072531889119503,90.67999999999999,5,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,0,1,0,1.5729808767233588,1,1,0.7091987091519689,1.6617222903272941,85.15352112676055,8,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,0,0,-1.1960038562387048,1,1,0.40508985812156867,-0.9065861317512584,76.13333333333334,3,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0,0,1,0,-0.0965540357978854,1,0,-1.4993295040688086,-0.7178756143438708,21.861666666666668,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,0,1,0,-0.30015585439803716,1,1,-1.481049737066981,-0.7831925427575401,20.316,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,0,1,1,0.7992939660427822,1,0,-1.3364733980525287,-0.41978848987675627,25.597115384615385,2,0,0,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,1,0,0,0.5549717837226001,1,1,1.503537675231376,1.144705359842345,105.97391304347826,8,0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,0,0,0,-0.9516816739185228,1,1,0.19071804510013865,-0.7434593656218169,66.43333333333334,2,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,0,1,0,-0.5444780367182193,1,1,0.7341256641544608,-0.31676919115874497,82.33684210526316,4,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0,0,0,0,-0.8295205827584317,1,1,-0.5105602889699654,-0.7373890191149703,50.97083333333333,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1,1,1,0,0.5142514200025698,1,1,1.1279715531938321,0.9906289285049295,100.57333333333334,7,0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,0,1,1,0.14776814652229667,1,1,1.3207400052131024,0.6194106841207865,102.35972222222222,7,0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,0,0,0,0.22920887396235737,1,1,1.0083221691818711,0.6221699325329895,97.13684210526316,6,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,0,1,1,-1.2774445836787656,1,0,-1.5142856770703037,-0.9989436946045173,19.2,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,0,1,0,-0.9109613101984924,1,1,1.1213243651931677,-0.5492744993646186,103.775,6,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,0,1,1,-0.7888002190384014,1,0,-0.6634456129852487,-0.760544631790178,43.01538461538462,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1,0,0,0,-0.5851984004382496,1,1,0.572931355138347,-0.3781128018588421,79.19166666666666,7,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0,0,1,0,0.18848851024232702,0,0,-0.6435040489832552,-0.3040987224499089,43.056756756756755,4,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,0,0,1,-1.1145631287986442,1,0,-1.4760643460664828,-0.9535595767206022,24.4,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1,0,0,0,-0.8702409464784621,1,0,0.3386179781149237,-0.6473933729025573,74.13636363636364,3,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,0,0,1,1.2879383306831464,1,1,1.1429277261953275,1.7170397024951398,96.425,6,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,0,0,-1.2774445836787656,1,0,-0.30615925794953225,-0.9828959058391444,55.55,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,1,1,0,0.18848851024232702,1,1,0.9219087251732329,0.5260156438645394,93.87567567567568,5,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,0,1,1,0.6364125111626608,1,1,1.3456669602155942,1.1988749246707142,104.11458333333333,7,0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,1,1,0,-0.5037576729981889,1,1,0.9900424021800438,-0.16876310632817604,94.9825,5,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0,0,0,0,-0.2594354906780068,1,1,0.1574821050968162,-0.21273448902504313,69.2326923076923,6,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,0,0,0,-0.0965540357978854,1,0,-1.5076384890696393,-0.7520240726932951,19.283333333333335,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,0,0,0,1.4915401492832983,1,1,0.07106866108817798,1.0136300232690534,66.3463768115942,6,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0,1,1,1.247217966963116,1,1,0.8188773111629334,1.463828994204095,88.8515873015873,9,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,1,0,-1.1145631287986442,1,0,-1.5093002860698053,-0.9517715837494946,25.21,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,0,1,0,0.26992923768238775,1,1,-1.4727407520661506,-0.6586511064243455,20.256410256410255,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,0,0,1,-1.1552834925186746,1,1,1.2276793732037996,-0.8464786643398282,91.1375,6,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,0,1,0,1.125056875803025,1,0,1.2093996062019723,1.6712141048652724,101.12333333333332,6,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,0,1,1,-0.5444780367182193,1,0,1.2808568772091153,-0.1188538210482482,105.93157894736842,7,0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0,0,1,0,-0.8702409464784621,1,1,1.2376501552047963,-0.5017712787001318,104.12272727272726,6,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0,1,0,0,-0.055833672077855064,1,1,1.1695164781979852,0.3994213267126657,102.79516129032258,6,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,0,0,0,-0.0965540357978854,1,1,0.6493740171459885,0.06917240275291298,81.28666666666666,5,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,0,0,0,0.8400143297628127,1,0,-1.3348116010523623,-0.44276751065358283,24.132075471698112,2,0,0,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,0,0,0,-1.1145631287986442,1,1,0.8172155141627669,-0.8035889070205448,92.34,5,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,1,0,0,0.758573602322752,1,1,0.4931650991303729,0.7473294405105175,77.93529411764706,4,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,0,1,0,1.5729808767233588,1,0,0.8155537171626008,1.8130394732525068,89.98098591549295,9,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,1,1.1657772395230555,1,1,-1.3215172250510334,-0.3459289283789064,24.563114754098358,2,0,0,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,0,0,-0.9924020376385531,1,1,0.3236618051134285,-0.739640565819328,75.81875,3,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,0,1,0,-0.9109613101984924,1,1,-0.32610082195152557,-0.7562843522417365,56.885000000000005,4,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,0,1,0,-0.8295205827584317,0,1,-0.49560411596847015,-0.7349608805122317,51.42916666666667,4,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1,0,1,0,1.369379058123207,1,0,-0.030300955921955676,0.8753144188621417,64.61515151515152,5,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,0,0,-0.3408762181180675,1,0,-0.143303151933252,-0.3713581617457692,60.03125,5,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0,0,1,1,-1.1552834925186746,1,0,-0.27458511494637583,-0.9036282174533767,58.775,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,0,0,0,-1.1552834925186746,1,1,0.8039211381614382,-0.8506064999644839,88.8,5,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0,0,0,1,0.10704778280226633,1,0,-0.304497460949366,-0.1171982720009264,57.612857142857145,4,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,1,0,0,0.5142514200025698,1,1,0.6959043331506402,0.66053452245626,83.95777777777778,5,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,0,0,0,1.3286586944031769,1,1,1.503537675231376,2.144149282716867,109.8253846153846,8,0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
